,dt,"Концентрат коксующегося угля_Россия марка ОС FCA руб./т, без НДС","Лом_HMS 1/2 80:20, FOB EC Роттердам, $/т","Лом_3А, РФ CPT ж/д Южный ФО, руб./т, без НДС","Лом_3А, РФ CPT ж/д Сибирский ФО, руб./т, без НДС","Лом_3А, РФ CPT ж/д Центральный ФО, руб./т, без НДС","ЖРС_Китай Iron ore fines Fe 62%, CFR","Концентрат коксующегося угля_Россия марка КО FCA руб./т, без НДС","ЖРС_Российские окатыши Fe 62-65,5%, SiO2 5,8-8,65, DAP Забайкальск-Манжули, $/т","Лом_HMS 1/2 80:20, FOB США Восток, $/т","Лом_3А, FOB РФ Черное море, $/т","Чугун_FOB Бразилия Север, $/т","Лом_HMS 1/2 80:20, CFR ЮВА, $/т","Концентрат коксующегося угля_Россия марка КС FCA руб./т, без НДС","Лом_3А, РФ FCA ж/д респ. Татарстан, руб./т, без НДС","ЖРС_Российский концентрат Fe 62,5-67,5%, SiO2 0,78-8,51, сухой вес, DAP Забайкальск-Манжули, $/т","Концентрат коксующегося угля_Россия марка К и смеси марок К, КО FCA руб./т, без НДС","Кокс_Россия Урал Сибирь +25, FCA руб./т., без НДС","Лом_3А, РФ FCA ж/д Московский регион, руб./т, без НДС","Концентрат коксующегося угля_Россия марка Ж+ГЖ FCA руб./т, без НДС","Чугун_FOB Россия Черное море, $/т","ЖРС_Россия аглоруда Fe 52-60%, FCA руб./т, без НДС","ЖРС_Россия концентрат Fe 64-68%, FCA руб./т, без НДС","Чугун_Россия, FCA руб./т, без НДС","Концентрат коксующегося угля_HCC Австралия, $/t FOB","ЖРС_Россия окатыши Fe 62-65,5% FCA руб./т, без НДС","Лом_3А, РФ CPT ж/д Уральский ФО, руб./т, без НДС","Концентрат коксующегося угля_Россия марка Ж FCA руб./т, без НДС","Лом_HMS 1/2 80:20, CFR Турция, $/т","Концентрат коксующегося угля_Средняя шихта Россия FCA руб./т, без НДС","Концентрат коксующегося угля_Россия марка ГЖ FCA руб./т, без НДС","ЖРС_Средневзвешенная цена окатыши Fe 62-65,5%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена концентрат Fe 64-68%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена аглоруда Fe 52-60%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в аглоруде, Россия FCA руб./т, без НДС",Производство арматуры Сортовой прокат_Арматура,Производство арматуры Сортовой прокат_Катанка,Производство сырья ЖРС_Аглоруда,Производство сырья ЖРС_Концентрат,Производство сырья ЖРС_Окатыши,Производство сырья Концентрат коксующегося угля_Жирные,Производство сырья Концентрат коксующегося угля_Отощающие,Производство сырья Металлизованная продукция_ГБЖ,Производство сырья Рядовой коксующийся уголь_Жирные,Производство сырья Рядовой коксующийся уголь_Отощающие,Производство сырья Сталь_Конвертер,Производство сырья Сталь_Сталь всего,Производство сырья Сталь_Электропечь,ПотреблениеЖРС_Агломерат,ПотреблениеЖРС_Окатыши,ПотреблениеЖРС_Аглоруда,Поставки Сортовой прокат_Арматура,Поставки Сортовой прокат_Катанка,Поставки Концентрат коксующегося угля_Отощающие,Поставки Чугун_Литейный чугун,Поставки ЖРС_Агломерат,Поставки ЖРС_Аглоруда,Поставки ЖРС_Окатыши,Спрос ЖРС_Агломерат,Спрос ЖРС_Аглоруда,Спрос ЖРС_Окатыши,Спрос Концентрат коксующегося угля_Отощающие,Импорт сырья ЖРС_Окатыши,Импорт сырья Концентрат коксующегося угля_Коксовые,Экспорт сырья ЖРС_Концентрат,Экспорт сырья Кокс_Кокс доменный,Экспорт сырья Концентрат коксующегося угля_Коксовые,Экспорт сырья Металлизованная продукция_ГБЖ,Экспорт сырья Чугун_Литейный чугун,Экспорт сырья Чугун_Передельный чугун,Экспорт арматуры Сортовой прокат_Арматура,Экспорт арматуры Сортовой прокат_Катанка,Цена на арматуру
204,2018-12-03,10200.0,304.0,18130.0,17247.0,17830.0,73.0,7950.0,96.0,310.0,292.0,350.0,347.0,7050.0,16588.0,59.0,10825.0,13375.0,16667.0,9250.0,364.0,3160.0,4280.0,22750.0,218.0,6400.0,17864.0,10600.0,329.0,8960.0,6650.0,6279.0,4298.0,3181.0,48.0,709.0,304.0,409.0,9497.0,4716.0,2547.0,363.0,348.0,3776.0,1305.0,3702.0,5889.0,2062.0,357.0,2677.0,347.0,615.0,223.0,100.0,1.0,358.0,348.0,2495.0,358.0,348.0,2675.0,100.0,180.0,38.0,397.0,62.0,156.0,0.0,0.0,0.0,91.0,80.0,37600
205,2018-12-10,10200.0,295.0,17631.0,16766.0,17333.0,65.0,7950.0,87.0,307.0,286.0,350.0,336.0,7050.0,16123.0,55.0,10825.0,13375.0,16142.0,9250.0,364.0,3160.0,4280.0,22750.0,216.0,6400.0,17434.0,10600.0,318.0,8960.0,6650.0,6279.0,4298.0,3181.0,48.0,709.0,304.0,409.0,9497.0,4716.0,2547.0,363.0,348.0,3776.0,1305.0,3702.0,5889.0,2062.0,357.0,2677.0,347.0,615.0,223.0,100.0,1.0,358.0,348.0,2495.0,358.0,348.0,2675.0,100.0,180.0,38.0,397.0,62.0,156.0,0.0,0.0,0.0,91.0,80.0,37300
206,2018-12-17,10425.0,278.0,17068.0,16774.0,16881.0,67.0,7950.0,87.0,289.0,276.0,350.0,332.0,7150.0,15754.0,58.0,11100.0,13375.0,15632.0,9250.0,360.0,3350.0,4550.0,22750.0,222.0,6750.0,17120.0,10700.0,309.0,9055.0,6650.0,6279.0,4298.0,3181.0,48.0,709.0,304.0,409.0,9497.0,4716.0,2547.0,363.0,348.0,3776.0,1305.0,3702.0,5889.0,2062.0,357.0,2677.0,347.0,615.0,223.0,100.0,1.0,358.0,348.0,2495.0,358.0,348.0,2675.0,100.0,180.0,38.0,397.0,62.0,156.0,0.0,0.0,0.0,91.0,80.0,37000
207,2018-12-24,10425.0,278.0,17345.0,17160.0,16698.0,68.0,7950.0,87.0,280.0,275.0,345.0,322.0,7150.0,15150.0,58.0,11100.0,13375.0,15444.0,9250.0,355.0,3350.0,4550.0,22750.0,219.0,6750.0,16458.0,10700.0,301.0,9055.0,6650.0,6279.0,4298.0,3181.0,48.0,709.0,304.0,409.0,9497.0,4716.0,2547.0,363.0,348.0,3776.0,1305.0,3702.0,5889.0,2062.0,357.0,2677.0,347.0,615.0,223.0,100.0,1.0,358.0,348.0,2495.0,358.0,348.0,2675.0,100.0,180.0,38.0,397.0,62.0,156.0,0.0,0.0,0.0,91.0,80.0,36700
208,2018-12-31,10425.0,271.0,17312.0,17172.0,16810.0,71.0,7950.0,88.5,269.0,255.0,345.0,323.0,7150.0,15326.0,59.0,11100.0,13375.0,15545.0,9250.0,350.0,3350.0,4550.0,22750.0,218.0,6750.0,16414.0,10700.0,292.0,9055.0,6650.0,6279.0,4298.0,3181.0,48.0,709.0,304.0,409.0,9497.0,4716.0,2547.0,363.0,348.0,3776.0,1305.0,3702.0,5889.0,2062.0,357.0,2677.0,347.0,615.0,223.0,100.0,1.0,358.0,348.0,2495.0,358.0,348.0,2675.0,100.0,180.0,38.0,397.0,62.0,156.0,0.0,0.0,0.0,91.0,80.0,36000
209,2019-01-07,10425.0,265.0,17242.0,17056.0,16899.0,72.0,7950.0,88.5,269.0,252.0,340.0,315.0,7150.0,15405.0,59.0,11100.0,13375.0,15548.0,9250.0,345.0,3350.0,4550.0,22750.0,211.0,6750.0,16535.0,10700.0,290.0,9055.0,6650.0,6735.0,4621.0,3340.0,53.0,709.0,276.0,425.0,10009.0,4813.0,2885.0,304.0,368.0,4047.0,1304.0,3673.0,5936.0,2124.0,389.0,2846.0,411.0,604.0,204.0,79.0,1.0,389.0,410.0,2655.0,389.0,410.0,2845.0,79.0,190.0,43.0,372.0,33.0,136.0,0.0,0.0,0.0,107.0,73.0,36000
210,2019-01-14,10700.0,255.0,16649.0,16932.0,16848.0,72.0,7950.0,88.5,259.0,245.0,340.0,310.0,7350.0,15305.0,59.0,11400.0,13450.0,15531.0,9250.0,345.0,3035.0,4135.0,22525.0,203.0,6425.0,16513.0,11425.0,280.0,9246.0,6650.0,6735.0,4621.0,3340.0,53.0,709.0,276.0,425.0,10009.0,4813.0,2885.0,304.0,368.0,4047.0,1304.0,3673.0,5936.0,2124.0,389.0,2846.0,411.0,604.0,204.0,79.0,1.0,389.0,410.0,2655.0,389.0,410.0,2845.0,79.0,190.0,43.0,372.0,33.0,136.0,0.0,0.0,0.0,107.0,73.0,35700
211,2019-01-21,10700.0,255.0,16498.0,17170.0,16937.0,75.0,7950.0,88.5,260.0,235.0,335.0,310.0,7350.0,15356.0,61.5,11400.0,13450.0,15523.0,9250.0,337.0,3035.0,4135.0,22525.0,197.0,6425.0,16568.0,11425.0,277.0,9246.0,6650.0,6735.0,4621.0,3340.0,53.0,709.0,276.0,425.0,10009.0,4813.0,2885.0,304.0,368.0,4047.0,1304.0,3673.0,5936.0,2124.0,389.0,2846.0,411.0,604.0,204.0,79.0,1.0,389.0,410.0,2655.0,389.0,410.0,2845.0,79.0,190.0,43.0,372.0,33.0,136.0,0.0,0.0,0.0,107.0,73.0,35300
212,2019-01-28,10700.0,270.0,16455.0,16684.0,16858.0,75.0,7950.0,88.5,269.0,246.0,330.0,301.0,7350.0,15243.0,61.5,11400.0,13450.0,15489.0,9250.0,325.0,3035.0,4135.0,22525.0,190.0,6425.0,16496.0,11425.0,285.0,9246.0,6650.0,6735.0,4621.0,3340.0,53.0,709.0,276.0,425.0,10009.0,4813.0,2885.0,304.0,368.0,4047.0,1304.0,3673.0,5936.0,2124.0,389.0,2846.0,411.0,604.0,204.0,79.0,1.0,389.0,410.0,2655.0,389.0,410.0,2845.0,79.0,190.0,43.0,372.0,33.0,136.0,0.0,0.0,0.0,107.0,73.0,34000
213,2019-02-04,10700.0,270.0,16748.0,16520.0,16927.0,75.0,7950.0,88.5,273.0,262.0,325.0,301.0,7350.0,15266.0,61.5,11400.0,13450.0,15505.0,9250.0,325.0,3035.0,4135.0,22525.0,194.0,6425.0,16529.0,11425.0,295.0,9246.0,6650.0,6360.0,4191.0,3052.0,48.0,567.0,262.0,377.0,9835.0,4692.0,2735.0,351.0,375.0,3649.0,1375.0,3817.0,5831.0,1845.0,370.0,2780.0,392.0,486.0,175.0,75.0,2.0,370.0,392.0,2578.0,370.0,392.0,2779.0,75.0,201.0,34.0,204.0,48.0,139.0,0.0,0.0,18.0,83.0,87.0,33800
214,2019-02-11,10700.0,291.0,18261.0,16773.0,17458.0,83.0,7950.0,91.5,295.0,283.0,315.0,322.0,7350.0,15912.0,69.5,11400.0,13450.0,16136.0,9250.0,325.0,3035.0,4135.0,22525.0,200.0,6425.0,16787.0,11425.0,309.0,9246.0,6650.0,6360.0,4191.0,3052.0,48.0,567.0,262.0,377.0,9835.0,4692.0,2735.0,351.0,375.0,3649.0,1375.0,3817.0,5831.0,1845.0,370.0,2780.0,392.0,486.0,175.0,75.0,2.0,370.0,392.0,2578.0,370.0,392.0,2779.0,75.0,201.0,34.0,204.0,48.0,139.0,0.0,0.0,18.0,83.0,87.0,34550
215,2019-02-18,10250.0,305.0,18567.0,16780.0,17817.0,91.0,7700.0,100.5,315.0,290.0,330.0,327.0,7150.0,16196.0,77.5,11125.0,13625.0,16556.0,10150.0,330.0,3300.0,4565.0,22525.0,199.0,7175.0,17406.0,11200.0,329.0,9331.0,6725.0,6360.0,4191.0,3052.0,48.0,567.0,262.0,377.0,9835.0,4692.0,2735.0,351.0,375.0,3649.0,1375.0,3817.0,5831.0,1845.0,370.0,2780.0,392.0,486.0,175.0,75.0,2.0,370.0,392.0,2578.0,370.0,392.0,2779.0,75.0,201.0,34.0,204.0,48.0,139.0,0.0,0.0,18.0,83.0,87.0,36000
216,2019-02-25,10250.0,303.0,18541.0,16842.0,17948.0,88.0,7700.0,100.5,316.0,293.0,335.0,327.0,7150.0,16600.0,75.5,11125.0,13625.0,16700.0,10150.0,332.0,3300.0,4565.0,22525.0,202.0,7175.0,17699.0,11200.0,327.0,9331.0,6725.0,6360.0,4191.0,3052.0,48.0,567.0,262.0,377.0,9835.0,4692.0,2735.0,351.0,375.0,3649.0,1375.0,3817.0,5831.0,1845.0,370.0,2780.0,392.0,486.0,175.0,75.0,2.0,370.0,392.0,2578.0,370.0,392.0,2779.0,75.0,201.0,34.0,204.0,48.0,139.0,0.0,0.0,18.0,83.0,87.0,37700
217,2019-03-04,10250.0,295.0,19142.0,16898.0,18686.0,88.0,7700.0,100.5,316.0,285.0,335.0,330.0,7150.0,17442.0,75.5,11125.0,13625.0,17486.0,10150.0,343.0,3300.0,4565.0,22525.0,206.0,7175.0,18291.0,11200.0,320.0,9331.0,6725.0,6360.0,4191.0,3052.0,48.0,695.0,258.0,429.0,9678.0,4812.0,2739.0,288.0,387.0,3677.0,1142.0,4051.0,6243.0,2057.0,387.0,3028.0,374.0,585.0,186.0,93.0,2.0,388.0,376.0,2828.0,388.0,376.0,3029.0,93.0,201.0,49.0,352.0,65.0,191.0,0.0,0.0,13.0,110.0,71.0,40200
218,2019-03-11,10250.0,285.0,20030.0,17333.0,18848.0,85.0,7700.0,97.5,300.0,275.0,335.0,325.0,7150.0,17967.0,72.5,11125.0,13625.0,18094.0,10150.0,345.0,3300.0,4565.0,22525.0,209.0,7175.0,18852.0,11200.0,310.0,9331.0,6725.0,7120.0,4621.0,3668.0,55.0,695.0,258.0,429.0,9678.0,4812.0,2739.0,288.0,387.0,3677.0,1142.0,4051.0,6243.0,2057.0,387.0,3028.0,374.0,585.0,186.0,93.0,2.0,388.0,376.0,2828.0,388.0,376.0,3029.0,93.0,201.0,49.0,352.0,65.0,191.0,0.0,0.0,13.0,110.0,71.0,40200
219,2019-03-18,10200.0,293.0,20701.0,18006.0,19328.0,87.0,7700.0,95.0,302.0,287.0,347.0,335.0,7100.0,18920.0,74.5,11050.0,13550.0,18587.0,10150.0,345.0,3765.0,5000.0,23025.0,211.0,7760.0,19808.0,11200.0,320.0,9305.0,6725.0,7120.0,4621.0,3668.0,55.0,695.0,258.0,429.0,9678.0,4812.0,2739.0,288.0,387.0,3677.0,1142.0,4051.0,6243.0,2057.0,387.0,3028.0,374.0,585.0,186.0,93.0,2.0,388.0,376.0,2828.0,388.0,376.0,3029.0,93.0,201.0,49.0,352.0,65.0,191.0,0.0,0.0,13.0,110.0,71.0,39900
220,2019-03-25,10200.0,295.0,20774.0,18119.0,19902.0,85.0,7700.0,94.0,305.0,287.0,347.0,340.0,7100.0,18915.0,73.5,11050.0,13550.0,19010.0,10150.0,350.0,3765.0,5000.0,23025.0,210.0,7760.0,19902.0,11200.0,323.0,9305.0,6725.0,7120.0,4621.0,3668.0,55.0,695.0,258.0,429.0,9678.0,4812.0,2739.0,288.0,387.0,3677.0,1142.0,4051.0,6243.0,2057.0,387.0,3028.0,374.0,585.0,186.0,93.0,2.0,388.0,376.0,2828.0,388.0,376.0,3029.0,93.0,201.0,49.0,352.0,65.0,191.0,0.0,0.0,13.0,110.0,71.0,39400
221,2019-04-01,10200.0,295.0,20741.0,18421.0,19600.0,86.0,7700.0,94.0,305.0,287.0,347.0,345.0,7100.0,18922.0,74.5,11050.0,13550.0,18545.0,10150.0,345.0,3765.0,5000.0,23025.0,209.0,7760.0,19961.0,11200.0,323.0,9305.0,6725.0,7120.0,4621.0,3668.0,55.0,695.0,258.0,429.0,9678.0,4812.0,2739.0,288.0,387.0,3677.0,1142.0,4051.0,6243.0,2057.0,387.0,3028.0,374.0,585.0,186.0,93.0,2.0,388.0,376.0,2828.0,388.0,376.0,3029.0,93.0,201.0,49.0,352.0,65.0,191.0,0.0,0.0,13.0,110.0,71.0,39300
222,2019-04-08,10200.0,292.0,20442.0,18699.0,19208.0,85.0,7700.0,93.0,302.0,287.0,347.0,340.0,7100.0,18494.0,74.5,11050.0,13550.0,18241.0,10150.0,355.0,3765.0,5000.0,23025.0,204.0,7760.0,19560.0,11200.0,319.0,9305.0,6725.0,7718.0,5043.0,3989.0,62.0,634.0,245.0,358.0,9688.0,4937.0,3051.0,358.0,421.0,4193.0,1404.0,4142.0,6204.0,1929.0,386.0,2755.0,318.0,537.0,192.0,103.0,0.0,386.0,318.0,2591.0,386.0,318.0,2757.0,103.0,166.0,20.0,163.0,31.0,195.0,0.0,0.0,5.0,95.0,53.0,39500
223,2019-04-15,10525.0,287.0,19304.0,18208.0,18445.0,91.0,7700.0,93.0,296.0,282.0,347.0,335.0,7350.0,17493.0,81.0,11400.0,13700.0,17151.0,10150.0,350.0,3792.5,5100.0,22200.0,198.0,7805.0,19078.0,11425.0,313.0,9455.0,6650.0,7718.0,5043.0,3989.0,62.0,634.0,245.0,358.0,9688.0,4937.0,3051.0,358.0,421.0,4193.0,1404.0,4142.0,6204.0,1929.0,386.0,2755.0,318.0,537.0,192.0,103.0,0.0,386.0,318.0,2591.0,386.0,318.0,2757.0,103.0,166.0,20.0,163.0,31.0,195.0,0.0,0.0,5.0,95.0,53.0,39500
224,2019-04-22,10525.0,280.0,18955.0,17972.0,18201.0,95.0,7700.0,99.0,288.0,275.0,347.0,335.0,7350.0,16886.0,85.5,11400.0,13700.0,16903.0,10150.0,355.0,3792.5,5100.0,22200.0,199.0,7805.0,18488.0,11425.0,306.0,9455.0,6650.0,7718.0,5043.0,3989.0,62.0,634.0,245.0,358.0,9688.0,4937.0,3051.0,358.0,421.0,4193.0,1404.0,4142.0,6204.0,1929.0,386.0,2755.0,318.0,537.0,192.0,103.0,0.0,386.0,318.0,2591.0,386.0,318.0,2757.0,103.0,166.0,20.0,163.0,31.0,195.0,0.0,0.0,5.0,95.0,53.0,39300
225,2019-04-29,10525.0,287.0,17491.0,17523.0,16985.0,93.0,7700.0,98.0,293.0,282.0,335.0,335.0,7350.0,16234.0,84.0,11400.0,13700.0,15685.0,10150.0,350.0,3792.5,5100.0,22200.0,202.0,7805.0,17751.0,11425.0,312.0,9455.0,6650.0,7718.0,5043.0,3989.0,62.0,634.0,245.0,358.0,9688.0,4937.0,3051.0,358.0,421.0,4193.0,1404.0,4142.0,6204.0,1929.0,386.0,2755.0,318.0,537.0,192.0,103.0,0.0,386.0,318.0,2591.0,386.0,318.0,2757.0,103.0,166.0,20.0,163.0,31.0,195.0,0.0,0.0,5.0,95.0,53.0,39300
226,2019-05-06,10525.0,285.0,16696.0,17174.0,16652.0,93.0,7700.0,98.0,290.0,280.0,330.0,315.0,7350.0,16141.0,84.0,11400.0,13700.0,15349.0,10150.0,350.0,3792.5,5100.0,22200.0,201.0,7805.0,17602.0,11425.0,310.0,9455.0,6650.0,7727.0,5151.0,3994.0,64.0,595.0,238.0,325.0,8712.0,4401.0,2739.0,323.0,413.0,3918.0,1211.0,3733.0,5737.0,1903.0,373.0,2580.0,341.0,495.0,174.0,93.0,0.0,374.0,340.0,2378.0,374.0,340.0,2581.0,93.0,203.0,28.0,192.0,27.0,149.0,0.0,0.0,14.0,100.0,65.0,39300
227,2019-05-13,10300.0,275.0,16724.0,16760.0,16530.0,94.0,7700.0,99.0,286.0,267.0,330.0,315.0,7175.0,16132.0,85.0,11150.0,13700.0,15287.0,9750.0,337.0,3900.0,4975.0,21950.0,203.0,7890.0,17360.0,11025.0,303.0,9190.0,6462.5,7727.0,5151.0,3994.0,64.0,595.0,238.0,325.0,8712.0,4401.0,2739.0,323.0,413.0,3918.0,1211.0,3733.0,5737.0,1903.0,373.0,2580.0,341.0,495.0,174.0,93.0,0.0,374.0,340.0,2378.0,374.0,340.0,2581.0,93.0,203.0,28.0,192.0,27.0,149.0,0.0,0.0,14.0,100.0,65.0,40300
228,2019-05-20,10300.0,265.0,16045.0,16530.0,16116.0,95.0,7700.0,102.0,275.0,260.0,330.0,310.0,7175.0,15699.0,85.0,11150.0,13700.0,14933.0,9750.0,337.0,3900.0,4975.0,21950.0,207.0,7890.0,16972.0,11025.0,290.0,9190.0,6462.5,7727.0,5151.0,3994.0,64.0,595.0,238.0,325.0,8712.0,4401.0,2739.0,323.0,413.0,3918.0,1211.0,3733.0,5737.0,1903.0,373.0,2580.0,341.0,495.0,174.0,93.0,0.0,374.0,340.0,2378.0,374.0,340.0,2581.0,93.0,203.0,28.0,192.0,27.0,149.0,0.0,0.0,14.0,100.0,65.0,40000
229,2019-05-27,10300.0,269.0,15682.0,16563.0,16074.0,96.0,7700.0,108.0,279.0,258.0,330.0,305.0,7175.0,15236.0,86.0,11150.0,13700.0,14867.0,9750.0,335.0,3900.0,4975.0,21950.0,208.0,7890.0,16812.0,11025.0,294.0,9190.0,6462.5,7727.0,5151.0,3994.0,64.0,595.0,238.0,325.0,8712.0,4401.0,2739.0,323.0,413.0,3918.0,1211.0,3733.0,5737.0,1903.0,373.0,2580.0,341.0,495.0,174.0,93.0,0.0,374.0,340.0,2378.0,374.0,340.0,2581.0,93.0,203.0,28.0,192.0,27.0,149.0,0.0,0.0,14.0,100.0,65.0,40200
230,2019-06-03,10300.0,285.0,15669.0,16108.0,16044.0,103.0,7700.0,108.0,292.0,275.0,330.0,305.0,7175.0,14890.0,95.0,11150.0,13700.0,14811.0,9750.0,337.0,3900.0,4975.0,21950.0,205.0,7890.0,16438.0,11025.0,310.0,9190.0,6462.5,7829.0,5175.0,3119.0,53.0,684.0,285.0,430.0,9664.0,4842.0,3135.0,370.0,420.0,4369.0,1535.0,3925.0,6145.0,2082.0,355.0,3081.0,325.0,533.0,213.0,103.0,4.0,355.0,324.0,2888.0,355.0,324.0,3080.0,103.0,192.0,44.0,353.0,31.0,265.0,0.0,0.0,40.0,151.0,74.0,40200
231,2019-06-10,10300.0,280.0,15554.0,15793.0,15921.0,103.0,7700.0,109.0,290.0,272.0,330.0,310.0,7175.0,14391.0,95.0,11150.0,13700.0,14686.0,9750.0,335.0,3900.0,4975.0,21950.0,202.0,7890.0,16118.0,11025.0,303.0,9190.0,6462.5,7829.0,5175.0,3119.0,53.0,684.0,285.0,430.0,9664.0,4842.0,3135.0,370.0,420.0,4369.0,1535.0,3925.0,6145.0,2082.0,355.0,3081.0,325.0,533.0,213.0,103.0,4.0,355.0,324.0,2888.0,355.0,324.0,3080.0,103.0,192.0,44.0,353.0,31.0,265.0,0.0,0.0,40.0,151.0,74.0,40300
232,2019-06-17,10350.0,282.0,15391.0,15500.0,15636.0,99.0,7700.0,110.0,290.0,273.0,330.0,311.0,7225.0,14449.0,92.5,11225.0,13700.0,14176.0,9750.0,333.0,3690.0,5225.0,21950.0,200.0,7425.0,16094.0,11075.0,298.0,9180.0,6037.5,7829.0,5175.0,3119.0,53.0,684.0,285.0,430.0,9664.0,4842.0,3135.0,370.0,420.0,4369.0,1535.0,3925.0,6145.0,2082.0,355.0,3081.0,325.0,533.0,213.0,103.0,4.0,355.0,324.0,2888.0,355.0,324.0,3080.0,103.0,192.0,44.0,353.0,31.0,265.0,0.0,0.0,40.0,151.0,74.0,41500
233,2019-06-24,10350.0,270.0,15565.0,15530.0,15632.0,107.0,7700.0,117.0,275.0,259.0,320.0,305.0,7225.0,14449.0,99.5,11225.0,13700.0,14097.0,9750.0,327.0,3690.0,5225.0,21950.0,197.0,7425.0,16051.0,11075.0,290.0,9180.0,6037.5,7829.0,5175.0,3119.0,53.0,684.0,285.0,430.0,9664.0,4842.0,3135.0,370.0,420.0,4369.0,1535.0,3925.0,6145.0,2082.0,355.0,3081.0,325.0,533.0,213.0,103.0,4.0,355.0,324.0,2888.0,355.0,324.0,3080.0,103.0,192.0,44.0,353.0,31.0,265.0,0.0,0.0,40.0,151.0,74.0,40500
234,2019-07-01,10350.0,256.0,15525.0,15578.0,15636.0,114.0,7700.0,123.0,265.0,250.0,315.0,305.0,7225.0,14821.0,106.5,11225.0,13700.0,14371.0,9750.0,327.0,3690.0,5225.0,21950.0,195.0,7425.0,16142.0,11075.0,279.0,9180.0,6037.5,7829.0,5175.0,3119.0,53.0,731.0,290.0,342.0,9732.0,4825.0,2827.0,417.0,408.0,3852.0,1521.0,3702.0,5836.0,1991.0,404.0,2863.0,361.0,613.0,214.0,92.0,1.0,403.0,360.0,2671.0,403.0,360.0,2863.0,92.0,192.0,32.0,357.0,18.0,291.0,0.0,0.0,2.0,118.0,74.0,40500
235,2019-07-08,10350.0,260.0,15670.0,15608.0,16431.0,116.0,7700.0,125.0,268.0,257.0,315.0,300.0,7225.0,14991.0,108.5,11225.0,13700.0,15299.0,9750.0,332.0,3690.0,5225.0,21950.0,193.0,7425.0,16404.0,11075.0,285.0,9180.0,6037.5,7685.0,5345.0,2874.0,50.0,731.0,290.0,342.0,9732.0,4825.0,2827.0,417.0,408.0,3852.0,1521.0,3702.0,5836.0,1991.0,404.0,2863.0,361.0,613.0,214.0,92.0,1.0,403.0,360.0,2671.0,403.0,360.0,2863.0,92.0,192.0,32.0,357.0,18.0,291.0,0.0,0.0,2.0,118.0,74.0,40300
236,2019-07-15,8825.0,274.0,16603.0,15678.0,16626.0,122.0,6200.0,130.0,278.0,268.0,315.0,305.0,6525.0,15294.0,116.0,9925.0,12525.0,15474.0,8950.0,335.0,3050.0,5275.0,21850.0,189.0,7410.0,17049.0,9550.0,298.0,8154.0,5575.0,7685.0,5345.0,2874.0,50.0,731.0,290.0,342.0,9732.0,4825.0,2827.0,417.0,408.0,3852.0,1521.0,3702.0,5836.0,1991.0,404.0,2863.0,361.0,613.0,214.0,92.0,1.0,403.0,360.0,2671.0,403.0,360.0,2863.0,92.0,192.0,32.0,357.0,18.0,291.0,0.0,0.0,2.0,118.0,74.0,39800
237,2019-07-22,8825.0,270.0,17730.0,15866.0,17132.0,120.0,6200.0,127.5,275.0,265.0,315.0,305.0,6525.0,15883.0,114.5,9925.0,12525.0,15935.0,8950.0,345.0,3050.0,5275.0,21850.0,185.0,7410.0,17411.0,9550.0,295.0,8154.0,5575.0,7685.0,5345.0,2874.0,50.0,731.0,290.0,342.0,9732.0,4825.0,2827.0,417.0,408.0,3852.0,1521.0,3702.0,5836.0,1991.0,404.0,2863.0,361.0,613.0,214.0,92.0,1.0,403.0,360.0,2671.0,403.0,360.0,2863.0,92.0,192.0,32.0,357.0,18.0,291.0,0.0,0.0,2.0,118.0,74.0,39800
238,2019-07-29,8825.0,269.0,17843.0,15882.0,17509.0,121.0,6200.0,128.5,273.0,265.0,320.0,305.0,6525.0,16238.0,115.5,9925.0,12525.0,16282.0,8950.0,345.0,3050.0,5275.0,21850.0,180.0,7410.0,17571.0,9550.0,294.0,8154.0,5575.0,7685.0,5345.0,2874.0,50.0,731.0,290.0,342.0,9732.0,4825.0,2827.0,417.0,408.0,3852.0,1521.0,3702.0,5836.0,1991.0,404.0,2863.0,361.0,613.0,214.0,92.0,1.0,403.0,360.0,2671.0,403.0,360.0,2863.0,92.0,192.0,32.0,357.0,18.0,291.0,0.0,0.0,2.0,118.0,74.0,40200
239,2019-08-05,8825.0,269.0,18359.0,15926.0,17591.0,117.0,6200.0,124.5,273.0,265.0,320.0,305.0,6525.0,16254.0,111.5,9925.0,12525.0,16320.0,8950.0,345.0,3050.0,5275.0,21850.0,174.0,7410.0,17543.0,9550.0,294.0,8154.0,5575.0,7375.0,5432.0,3009.0,49.0,787.0,262.0,261.0,10145.0,4975.0,3124.0,346.0,430.0,3917.0,1924.0,4036.0,6301.0,2174.0,428.0,2791.0,273.0,667.0,195.0,103.0,2.0,427.0,272.0,2601.0,427.0,272.0,2793.0,103.0,192.0,27.0,349.0,33.0,328.0,0.0,0.0,18.0,120.0,67.0,40300
