,Цена на арматуру,Курс доллара,Производство арматуры Сортовой прокат_Арматура,Производство арматуры Сортовой прокат_Катанка,Производство сырья ЖРС_Аглоруда,Производство сырья ЖРС_Концентрат,Производство сырья ЖРС_Окатыши,Производство сырья Концентрат коксующегося угля_Жирные,Производство сырья Концентрат коксующегося угля_Отощающие,Производство сырья Металлизованная продукция_ГБЖ,Производство сырья Металлизованная продукция_ПВЖ,Производство сырья Рядовой коксующийся уголь_Газовые,Производство сырья Рядовой коксующийся уголь_Жирные,Производство сырья Рядовой коксующийся уголь_Отощающие,Производство сырья Сталь_Конвертер,Производство сырья Сталь_Сталь всего,Производство сырья Сталь_Электропечь,Производство сырья Чугун_Чугун,ПотреблениеЖРС_Агломерат,ПотреблениеЖРС_Окатыши,ПотреблениеЖРС_Аглоруда,Поставки Сортовой прокат_Арматура,Поставки Сортовой прокат_Катанка,Поставки Сортовой прокат_Прутки прочие,Поставки Концентрат коксующегося угля_Отощающие,Поставки Чугун_Литейный чугун,Поставки Чугун_Передельный чугун,Поставки ЖРС_Агломерат,Поставки ЖРС_Аглоруда,Поставки ЖРС_Окатыши,Спрос ЖРС_Агломерат,Спрос ЖРС_Аглоруда,Спрос ЖРС_Окатыши,Спрос Концентрат коксующегося угля_Отощающие,Импорт сырья ЖРС_Окатыши,Импорт сырья Концентрат коксующегося угля_Коксовые,Импорт арматуры Сортовой прокат_Катанка,Импорт арматуры Сортовой прокат_Прутки прочие,Экспорт сырья ЖРС_Концентрат,Экспорт сырья Кокс_Кокс доменный,Экспорт сырья Концентрат коксующегося угля_Коксовые,Экспорт сырья Металлизованная продукция_ГБЖ,Экспорт сырья Чугун_Литейный чугун,Экспорт сырья Чугун_Передельный чугун,Экспорт арматуры Сортовой прокат_Арматура,Экспорт арматуры Сортовой прокат_Катанка,"Концентрат коксующегося угля_Россия марка ОС FCA руб./т, без НДС","Лом_HMS 1/2 80:20, FOB EC Роттердам, $/т","Лом_3А, РФ CPT ж/д Южный ФО, руб./т, без НДС","Лом_3А, РФ CPT ж/д Сибирский ФО, руб./т, без НДС","Лом_3А, РФ CPT ж/д Центральный ФО, руб./т, без НДС","ЖРС_Китай Iron ore fines Fe 62%, CFR","Чугун_CFR Италия, $/т","Концентрат коксующегося угля_Россия марка КО FCA руб./т, без НДС","ЖРС_Российские окатыши Fe 62-65,5%, SiO2 5,8-8,65, DAP Забайкальск-Манжули, $/т","Лом_3А, РФ CPT авто Центральный ФО, руб./т, без НДС","Лом_3А, РФ CPT авто Уральский ФО, руб./т, без НДС","Лом_HMS 1/2 80:20, FOB США Восток, $/т","Лом_3А, FOB РФ Черное море, $/т","Чугун_FOB Бразилия Север, $/т","Лом_3А, РФ CPT авто Южный ФО, руб./т, без НДС","Лом_HMS 1/2 80:20, CFR ЮВА, $/т","Концентрат коксующегося угля_Россия марка КС FCA руб./т, без НДС","ГБЖ_Россия, FCA руб./т, без НДС","Лом_3А, РФ FCA ж/д респ. Татарстан, руб./т, без НДС","ЖРС_Российский концентрат Fe 62,5-67,5%, SiO2 0,78-8,51, сухой вес, DAP Забайкальск-Манжули, $/т","Концентрат коксующегося угля_Россия марка К и смеси марок К, КО FCA руб./т, без НДС","Чугун_FOB Россия Дальневосточные порты, $/т","Кокс_Россия Урал Сибирь +25, FCA руб./т., без НДС","Лом_3А, РФ FCA ж/д Московский регион, руб./т, без НДС","Концентрат коксующегося угля_Россия марка Ж+ГЖ FCA руб./т, без НДС","Чугун_FOB Россия Черное море, $/т","ЖРС_Россия аглоруда Fe 52-60%, FCA руб./т, без НДС","ЖРС_Россия концентрат Fe 64-68%, FCA руб./т, без НДС","Чугун_Россия, FCA руб./т, без НДС","Концентрат коксующегося угля_HCC Австралия, $/t FOB","ЖРС_Россия окатыши Fe 62-65,5% FCA руб./т, без НДС","ГБЖ_CFR Италия, $/т","Лом_3А, РФ CPT ж/д Уральский ФО, руб./т, без НДС","Концентрат коксующегося угля_Россия марка Ж FCA руб./т, без НДС","Лом_HMS 1/2 80:20, CFR Турция, $/т","Чугун_CFR Китай, $/т","Концентрат коксующегося угля_Средняя шихта Россия FCA руб./т, без НДС","Концентрат коксующегося угля_Россия марка ГЖ FCA руб./т, без НДС","Чугун_CFR NOLA США, $/т","Чугун_CFR Турция, $/т","ЖРС_Средневзвешенная цена окатыши Fe 62-65,5%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена концентрат Fe 64-68%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена аглоруда Fe 52-60%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в аглоруде, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в концентрате, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в окатыши, Россия FCA руб./т, без НДС","ЖРС_Украинский концентрат Fe 65-68%,  DAP граница Украины с Европой,  $/т","ЖРС_Украинские окатыши Fe 65-66%, DAP граница Украины с Европой,  $/т",Импорт цемента ЖД,Экспорт цемента ЖД,Отгрузка цемента хоппер ЖД,Отгрузка цемента остальные ЖД,Производство цемента,Импорт цемента,Экспорт цемента,Потребление цемента,Отгрузка цемента,Цена цемента с НДС,Цена цемента без НДС,Производство бетона РФ,Производство бетона МО,Производство бетона СПБ,Цена на бензин,Цена на дт
201,38300,66.8497,709,304,409,9497,4716,2547,363,348,277,343,3776,1305,3702,5889,2062,4132,357,2677,347,615,223,201,100,1,45,358,348,2495,358,348,2675,100,180,38,35.0,9.0,397,62,156,0,0,0,91,80,10200,306,19495,17937,19243,75,390.0,7950.0,106.0,,,315,297,350,,357,7050,,18062,61.0,10825,,13375,17969,9250,364,3160.0,4280.0,22750,215,6400.0,339.0,19000,10600.0,337,,8960,6650.0,386.5,385.0,6284.0,4234.0,2944.0,46.0,,,81.0,122.0,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,43.86,44.41
202,38000,65.9931,709,304,409,9497,4716,2547,363,348,277,343,3776,1305,3702,5889,2062,4132,357,2677,347,615,223,201,100,1,45,358,348,2495,358,348,2675,100,180,38,35.0,9.0,397,62,156,0,0,0,91,80,10200,310,19135,17792,18834,75,390.0,7950.0,106.0,,,315,305,350,,357,7050,,17624,61.0,10825,,13375,17748,9250,364,3160.0,4280.0,22750,216,6400.0,335.0,18718,10600.0,338,,8960,6650.0,386.5,382.5,6284.0,4234.0,2944.0,46.0,,,81.0,122.0,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,43.86,44.41
203,37600,65.6664,709,304,409,9497,4716,2547,363,348,277,343,3776,1305,3702,5889,2062,4132,357,2677,347,615,223,201,100,1,45,358,348,2495,358,348,2675,100,180,38,35.0,9.0,397,62,156,0,0,0,91,80,10200,308,18630,17406,18308,75,387.5,7950.0,100.0,,,313,306,350,,352,7050,,17113,61.0,10825,,13375,17158,9250,364,3160.0,4280.0,22750,219,6400.0,335.0,18294,10600.0,336,,8960,6650.0,386.5,380.0,6284.0,4234.0,2944.0,46.0,,,81.0,122.0,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,43.86,44.41
204,37600,66.5335,709,304,409,9497,4716,2547,363,348,277,343,3776,1305,3702,5889,2062,4132,357,2677,347,615,223,201,100,1,45,358,348,2495,358,348,2675,100,180,38,35.0,9.0,397,62,156,0,0,0,91,80,10200,304,18130,17247,17830,73,386.5,7950.0,96.0,,,310,292,350,,347,7050,,16588,59.0,10825,,13375,16667,9250,364,3160.0,4280.0,22750,218,6400.0,327.5,17864,10600.0,329,,8960,6650.0,385.0,375.0,6279.0,4298.0,3181.0,48.0,,,79.5,122.5,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,43.86,44.41
205,37300,66.9227,709,276,425,10009,4813,2885,304,368,231,324,4047,1304,3673,5936,2124,4236,389,2846,411,604,204,214,79,1,47,389,410,2655,389,410,2845,79,190,43,16.0,14.0,372,33,136,0,0,0,107,73,10200,295,17631,16766,17333,65,382.5,7950.0,87.0,,,307,286,350,,336,7050,,16123,55.0,10825,,13375,16142,9250,364,3160.0,4280.0,22750,216,6400.0,322.5,17434,10600.0,318,,8960,6650.0,385.0,370.0,6279.0,4298.0,3181.0,48.0,,,79.5,122.5,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,44.09,45.86
206,37000,66.4337,709,276,425,10009,4813,2885,304,368,231,324,4047,1304,3673,5936,2124,4236,389,2846,411,604,204,214,79,1,47,389,410,2655,389,410,2845,79,190,43,16.0,14.0,372,33,136,0,0,0,107,73,10425,278,17068,16774,16881,67,379.0,7950.0,87.0,,,289,276,350,,332,7150,,15754,58.0,11100,,13375,15632,9250,360,3350.0,4550.0,22750,222,6750.0,317.5,17120,10700.0,309,,9055,6650.0,381.0,362.5,6279.0,4298.0,3181.0,48.0,,,79.5,122.5,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,44.09,45.86
207,36700,68.0085,709,276,425,10009,4813,2885,304,368,231,324,4047,1304,3673,5936,2124,4236,389,2846,411,604,204,214,79,1,47,389,410,2655,389,410,2845,79,190,43,16.0,14.0,372,33,136,0,0,0,107,73,10425,278,17345,17160,16698,68,376.5,7950.0,87.0,,,280,275,345,,322,7150,,15150,58.0,11100,,13375,15444,9250,355,3350.0,4550.0,22750,219,6750.0,302.5,16458,10700.0,301,,9055,6650.0,375.0,352.5,6279.0,4298.0,3181.0,48.0,,,79.5,122.5,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,44.09,45.86
208,36000,69.4706,709,304,409,9497,4716,2547,363,348,277,343,3776,1305,3702,5889,2062,4132,357,2677,347,615,223,201,100,1,45,358,348,2495,358,348,2675,100,180,38,35.0,9.0,397,62,156,0,0,0,91,80,10425,271,17312,17172,16810,71,367.5,7950.0,88.5,,,269,255,345,,323,7150,,15326,59.0,11100,,13375,15545,9250,350,3350.0,4550.0,22750,218,6750.0,300.0,16414,10700.0,292,,9055,6650.0,372.5,347.5,6279.0,4298.0,3181.0,48.0,,,79.5,122.5,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,43.86,44.41
209,36000,,709,276,425,10009,4813,2885,304,368,231,324,4047,1304,3673,5936,2124,4236,389,2846,411,604,204,214,79,1,47,389,410,2655,389,410,2845,79,190,43,16.0,14.0,372,33,136,0,0,0,107,73,10425,265,17242,17056,16899,72,366.5,7950.0,88.5,,,269,252,340,,315,7150,,15405,59.0,11100,,13375,15548,9250,345,3350.0,4550.0,22750,211,6750.0,292.5,16535,10700.0,290,,9055,6650.0,367.5,342.5,6735.0,4621.0,3340.0,53.0,,,74.0,116.5,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,44.09,45.86
210,35700,66.9167,567,262,377,9835,4692,2735,351,375,277,362,3649,1375,3817,5831,1845,4276,370,2780,392,486,175,194,75,2,56,370,392,2578,370,392,2779,75,201,34,0.0,14.0,204,48,139,0,0,18,83,87,10700,255,16649,16932,16848,72,362.5,7950.0,88.5,,,259,245,340,,310,7350,,15305,59.0,11400,,13450,15531,9250,345,3035.0,4135.0,22525,203,6425.0,290.0,16513,11425.0,280,,9246,6650.0,365.0,340.0,6735.0,4621.0,3340.0,53.0,,,74.0,116.5,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,43.99,45.95
211,35300,66.3309,567,262,377,9835,4692,2735,351,375,277,362,3649,1375,3817,5831,1845,4276,370,2780,392,486,175,194,75,2,56,370,392,2578,370,392,2779,75,201,34,0.0,14.0,204,48,139,0,0,18,83,87,10700,255,16498,17170,16937,75,355.0,7950.0,88.5,,,260,235,335,,310,7350,,15356,61.5,11400,,13450,15523,9250,337,3035.0,4135.0,22525,197,6425.0,287.5,16568,11425.0,277,,9246,6650.0,357.5,340.0,6735.0,4621.0,3340.0,53.0,,,74.0,116.5,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,43.99,45.95
212,34000,65.917,567,262,377,9835,4692,2735,351,375,277,362,3649,1375,3817,5831,1845,4276,370,2780,392,486,175,194,75,2,56,370,392,2578,370,392,2779,75,201,34,0.0,14.0,204,48,139,0,0,18,83,87,10700,270,16455,16684,16858,75,342.5,7950.0,88.5,,,269,246,330,,301,7350,,15243,61.5,11400,,13450,15489,9250,325,3035.0,4135.0,22525,190,6425.0,280.0,16496,11425.0,285,,9246,6650.0,342.5,337.5,6735.0,4621.0,3340.0,53.0,,,74.0,116.5,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,43.99,45.95
213,33800,65.6601,567,262,377,9835,4692,2735,351,375,277,362,3649,1375,3817,5831,1845,4276,370,2780,392,486,175,194,75,2,56,370,392,2578,370,392,2779,75,201,34,0.0,14.0,204,48,139,0,0,18,83,87,10700,270,16748,16520,16927,75,345.5,7950.0,88.5,,,273,262,325,,301,7350,,15266,61.5,11400,,13450,15505,9250,325,3035.0,4135.0,22525,194,6425.0,282.5,16529,11425.0,295,,9246,6650.0,342.5,337.5,6360.0,4191.0,3052.0,48.0,64.0,101.0,84.0,128.5,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,43.99,45.95
214,34550,66.0628,695,258,429,9678,4812,2739,288,387,226,281,3677,1142,4051,6243,2057,4456,387,3028,374,585,186,191,93,2,37,388,376,2828,388,376,3029,93,201,49,26.0,11.0,352,65,191,0,0,13,110,71,10700,291,18261,16773,17458,83,345.5,7950.0,91.5,,,295,283,315,,322,7350,,15912,69.5,11400,,13450,16136,9250,325,3035.0,4135.0,22525,200,6425.0,285.0,16787,11425.0,309,,9246,6650.0,340.0,340.0,6360.0,4191.0,3052.0,48.0,64.0,101.0,84.0,128.5,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,44.34,46.65
215,36000,66.7044,695,258,429,9678,4812,2739,288,387,226,281,3677,1142,4051,6243,2057,4456,387,3028,374,585,186,191,93,2,37,388,376,2828,388,376,3029,93,201,49,26.0,11.0,352,65,191,0,0,13,110,71,10250,305,18567,16780,17817,91,345.0,7700.0,100.5,,,315,290,330,,327,7150,,16196,77.5,11125,,13625,16556,10150,330,3300.0,4565.0,22525,199,7175.0,285.0,17406,11200.0,329,,9331,6725.0,340.0,345.0,6360.0,4191.0,3052.0,48.0,64.0,101.0,84.0,128.5,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,44.34,46.65
216,37700,65.5149,695,258,429,9678,4812,2739,288,387,226,281,3677,1142,4051,6243,2057,4456,387,3028,374,585,186,191,93,2,37,388,376,2828,388,376,3029,93,201,49,26.0,11.0,352,65,191,0,0,13,110,71,10250,303,18541,16842,17948,88,345.0,7700.0,100.5,,,316,293,335,,327,7150,,16600,75.5,11125,,13625,16700,10150,332,3300.0,4565.0,22525,202,7175.0,280.0,17699,11200.0,327,,9331,6725.0,352.5,345.0,6360.0,4191.0,3052.0,48.0,64.0,101.0,84.0,128.5,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,44.34,46.65
217,40200,65.8145,695,258,429,9678,4812,2739,288,387,226,281,3677,1142,4051,6243,2057,4456,387,3028,374,585,186,191,93,2,37,388,376,2828,388,376,3029,93,201,49,26.0,11.0,352,65,191,0,0,13,110,71,10250,295,19142,16898,18686,88,357.5,7700.0,100.5,,,316,285,335,,330,7150,,17442,75.5,11125,,13625,17486,10150,343,3300.0,4565.0,22525,206,7175.0,282.5,18291,11200.0,320,,9331,6725.0,357.5,350.0,6360.0,4191.0,3052.0,48.0,64.0,101.0,84.0,128.5,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,44.34,46.65
218,40200,65.9646,634,245,358,9688,4937,3051,358,421,285,322,4193,1404,4142,6204,1929,4513,386,2755,318,537,192,194,103,0,40,386,318,2591,386,318,2757,103,166,20,0.0,6.0,163,31,195,0,0,5,95,53,10250,285,20030,17333,18848,85,355.0,7700.0,97.5,,,300,275,335,,325,7150,,17967,72.5,11125,,13625,18094,10150,345,3300.0,4565.0,22525,209,7175.0,280.0,18852,11200.0,310,,9331,6725.0,357.5,347.5,7120.0,4621.0,3668.0,55.0,71.0,113.0,98.0,142.5,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,44.23,46.48
219,39900,65.4201,634,245,358,9688,4937,3051,358,421,285,322,4193,1404,4142,6204,1929,4513,386,2755,318,537,192,194,103,0,40,386,318,2591,386,318,2757,103,166,20,0.0,6.0,163,31,195,0,0,5,95,53,10200,293,20701,18006,19328,87,355.0,7700.0,95.0,,,302,287,347,,335,7100,,18920,74.5,11050,,13550,18587,10150,345,3765.0,5000.0,23025,211,7760.0,280.0,19808,11200.0,320,,9305,6725.0,360.0,347.5,7120.0,4621.0,3668.0,55.0,71.0,113.0,98.0,142.5,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,44.23,46.48
220,39400,63.7705,634,245,358,9688,4937,3051,358,421,285,322,4193,1404,4142,6204,1929,4513,386,2755,318,537,192,194,103,0,40,386,318,2591,386,318,2757,103,166,20,0.0,6.0,163,31,195,0,0,5,95,53,10200,295,20774,18119,19902,85,357.5,7700.0,94.0,,,305,287,347,,340,7100,,18915,73.5,11050,,13550,19010,10150,350,3765.0,5000.0,23025,210,7760.0,290.0,19902,11200.0,323,,9305,6725.0,371.0,355.0,7120.0,4621.0,3668.0,55.0,71.0,113.0,98.0,142.5,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,44.23,46.48
221,39300,64.7347,695,258,429,9678,4812,2739,288,387,226,281,3677,1142,4051,6243,2057,4456,387,3028,374,585,186,191,93,2,37,388,376,2828,388,376,3029,93,201,49,26.0,11.0,352,65,191,0,0,13,110,71,10200,295,20741,18421,19600,86,360.0,7700.0,94.0,,,305,287,347,,345,7100,,18922,74.5,11050,,13550,18545,10150,345,3765.0,5000.0,23025,209,7760.0,310.0,19961,11200.0,323,,9305,6725.0,368.0,362.5,7120.0,4621.0,3668.0,55.0,71.0,113.0,98.0,142.5,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,44.34,46.65
222,39500,65.4072,634,245,358,9688,4937,3051,358,421,285,322,4193,1404,4142,6204,1929,4513,386,2755,318,537,192,194,103,0,40,386,318,2591,386,318,2757,103,166,20,0.0,6.0,163,31,195,0,0,5,95,53,10200,292,20442,18699,19208,85,360.0,7700.0,93.0,,,302,287,347,,340,7100,,18494,74.5,11050,,13550,18241,10150,355,3765.0,5000.0,23025,204,7760.0,310.0,19560,11200.0,319,,9305,6725.0,368.0,355.0,7718.0,5043.0,3989.0,62.0,79.0,122.0,97.0,139.5,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,44.23,46.48
223,39500,64.5171,595,238,325,8712,4401,2739,323,413,262,306,3918,1211,3733,5737,1903,4079,373,2580,341,495,174,163,93,0,29,374,340,2378,374,340,2581,93,203,28,33.0,7.0,192,27,149,0,0,14,100,65,10525,287,19304,18208,18445,91,360.0,7700.0,93.0,,,296,282,347,,335,7350,,17493,81.0,11400,,13700,17151,10150,350,3792.5,5100.0,22200,198,7805.0,307.5,19078,11425.0,313,,9455,6650.0,370.0,347.5,7718.0,5043.0,3989.0,62.0,79.0,122.0,97.0,139.5,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,44.14,46.38
224,39300,63.9602,595,238,325,8712,4401,2739,323,413,262,306,3918,1211,3733,5737,1903,4079,373,2580,341,495,174,163,93,0,29,374,340,2378,374,340,2581,93,203,28,33.0,7.0,192,27,149,0,0,14,100,65,10525,280,18955,17972,18201,95,360.0,7700.0,99.0,,,288,275,347,,335,7350,,16886,85.5,11400,,13700,16903,10150,355,3792.5,5100.0,22200,199,7805.0,302.5,18488,11425.0,306,,9455,6650.0,372.5,347.5,7718.0,5043.0,3989.0,62.0,79.0,122.0,97.0,139.5,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,44.14,46.38
225,39300,64.7053,595,238,325,8712,4401,2739,323,413,262,306,3918,1211,3733,5737,1903,4079,373,2580,341,495,174,163,93,0,29,374,340,2378,374,340,2581,93,203,28,33.0,7.0,192,27,149,0,0,14,100,65,10525,287,17491,17523,16985,93,357.5,7700.0,98.0,,,293,282,335,,335,7350,,16234,84.0,11400,,13700,15685,10150,350,3792.5,5100.0,22200,202,7805.0,300.0,17751,11425.0,312,,9455,6650.0,355.0,352.5,7718.0,5043.0,3989.0,62.0,79.0,122.0,97.0,139.5,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,44.14,46.38
226,39300,64.6314,595,238,325,8712,4401,2739,323,413,262,306,3918,1211,3733,5737,1903,4079,373,2580,341,495,174,163,93,0,29,374,340,2378,374,340,2581,93,203,28,33.0,7.0,192,27,149,0,0,14,100,65,10525,285,16696,17174,16652,93,355.0,7700.0,98.0,,,290,280,330,,315,7350,,16141,84.0,11400,,13700,15349,10150,350,3792.5,5100.0,22200,201,7805.0,297.5,17602,11425.0,310,,9455,6650.0,350.0,350.0,7727.0,5151.0,3994.0,64.0,79.0,123.0,100.0,146.5,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,44.14,46.38
227,40300,65.2287,684,285,430,9664,4842,3135,370,420,289,354,4369,1535,3925,6145,2082,4354,355,3081,325,533,213,184,103,4,38,355,324,2888,355,324,3080,103,192,44,47.0,11.0,353,31,265,0,0,40,151,74,10300,275,16724,16760,16530,94,355.0,7700.0,99.0,,,286,267,330,,315,7175,,16132,85.0,11150,,13700,15287,9750,337,3900.0,4975.0,21950,203,7890.0,292.5,17360,11025.0,303,,9190,6462.5,356.0,347.5,7727.0,5151.0,3994.0,64.0,79.0,123.0,100.0,146.5,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,44.02,45.93
228,40000,64.6327,684,285,430,9664,4842,3135,370,420,289,354,4369,1535,3925,6145,2082,4354,355,3081,325,533,213,184,103,4,38,355,324,2888,355,324,3080,103,192,44,47.0,11.0,353,31,265,0,0,40,151,74,10300,265,16045,16530,16116,95,356.0,7700.0,102.0,,,275,260,330,,310,7175,,15699,85.0,11150,,13700,14933,9750,337,3900.0,4975.0,21950,207,7890.0,287.5,16972,11025.0,290,,9190,6462.5,356.0,345.0,7727.0,5151.0,3994.0,64.0,79.0,123.0,100.0,146.5,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,44.02,45.93
229,40200,64.6106,684,285,430,9664,4842,3135,370,420,289,354,4369,1535,3925,6145,2082,4354,355,3081,325,533,213,184,103,4,38,355,324,2888,355,324,3080,103,192,44,47.0,11.0,353,31,265,0,0,40,151,74,10300,269,15682,16563,16074,96,358.5,7700.0,108.0,,,279,258,330,,305,7175,,15236,86.0,11150,,13700,14867,9750,335,3900.0,4975.0,21950,208,7890.0,290.0,16812,11025.0,294,,9190,6462.5,356.0,352.5,7727.0,5151.0,3994.0,64.0,79.0,123.0,100.0,146.5,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,44.02,45.93
230,40200,65.3834,684,285,430,9664,4842,3135,370,420,289,354,4369,1535,3925,6145,2082,4354,355,3081,325,533,213,184,103,4,38,355,324,2888,355,324,3080,103,192,44,47.0,11.0,353,31,265,0,0,40,151,74,10300,285,15669,16108,16044,103,359.5,7700.0,108.0,,,292,275,330,,305,7175,,14890,95.0,11150,,13700,14811,9750,337,3900.0,4975.0,21950,205,7890.0,297.5,16438,11025.0,310,,9190,6462.5,355.0,355.0,7829.0,5175.0,3119.0,53.0,80.0,123.0,106.0,145.5,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,44.02,45.93
231,40300,65.0395,731,290,342,9732,4825,2827,417,408,276,432,3852,1521,3702,5836,1991,4104,404,2863,361,613,214,196,92,1,29,403,360,2671,403,360,2863,92,192,32,43.0,10.0,357,18,291,0,0,2,118,74,10300,280,15554,15793,15921,103,360.0,7700.0,109.0,,,290,272,330,,310,7175,,14391,95.0,11150,,13700,14686,9750,335,3900.0,4975.0,21950,202,7890.0,292.5,16118,11025.0,303,,9190,6462.5,353.5,350.0,7829.0,5175.0,3119.0,53.0,80.0,123.0,106.0,145.5,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,44.13,45.47
232,41500,64.4326,731,290,342,9732,4825,2827,417,408,276,432,3852,1521,3702,5836,1991,4104,404,2863,361,613,214,196,92,1,29,403,360,2671,403,360,2863,92,192,32,43.0,10.0,357,18,291,0,0,2,118,74,10350,282,15391,15500,15636,99,355.0,7700.0,110.0,,,290,273,330,,311,7225,,14449,92.5,11225,,13700,14176,9750,333,3690.0,5225.0,21950,200,7425.0,287.5,16094,11075.0,298,,9180,6037.5,347.5,345.0,7829.0,5175.0,3119.0,53.0,80.0,123.0,106.0,145.5,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,44.13,45.47
