Date,Price,Open,High,Low,Vol.,Change %
02.09.2019,41.19,41.9,42.03,41.1,6.69,-1.55
30.08.2019,41.84,40.8,41.84,40.8,13.69,2.73
29.08.2019,40.73,40.49,41.2,40.36,11.27,1.07
28.08.2019,40.3,39.67,40.35,39.38,9.35,1.59
27.08.2019,39.67,38.96,39.75,38.96,13.58,1.85
26.08.2019,38.95,38.6,39.33,38.52,6.37,0.13
23.08.2019,38.9,38.97,39.0,38.4,6.21,0.34
22.08.2019,38.77,38.44,39.05,38.31,7.61,0.86
21.08.2019,38.44,38.34,38.8,38.01,8.75,0.84
20.08.2019,38.12,38.24,38.52,37.64,12.72,-0.5
19.08.2019,38.31,38.7,38.85,38.12,7.46,-0.18
16.08.2019,38.38,38.37,38.68,37.92,8.71,0.42
15.08.2019,38.22,39.44,39.55,38.14,9.82,-3.19
14.08.2019,39.48,38.95,39.73,38.3,20.02,1.23
13.08.2019,39.0,40.0,40.05,38.63,16.63,-2.72
12.08.2019,40.09,40.5,40.67,39.96,4.76,-0.6
09.08.2019,40.33,40.45,40.52,39.78,10.94,0.32
08.08.2019,40.2,39.92,40.66,39.92,7.27,1.01
07.08.2019,39.8,40.7,40.8,39.76,9.36,-1.61
06.08.2019,40.45,40.2,41.08,39.61,18.69,1.0
05.08.2019,40.05,40.34,40.63,39.31,16.81,-0.72
02.08.2019,40.34,41.85,42.47,40.34,24.75,-4.63
01.08.2019,42.3,42.72,42.92,41.9,15.37,-1.35
31.07.2019,42.88,43.12,43.14,42.72,10.92,-0.56
30.07.2019,43.12,43.52,43.52,43.05,5.24,-0.53
29.07.2019,43.35,43.52,43.8,43.2,6.82,-0.37
26.07.2019,43.51,43.91,44.0,43.51,7.3,-1.11
25.07.2019,44.0,44.14,44.28,43.88,5.22,-0.34
24.07.2019,44.15,44.61,44.63,43.91,3.66,-0.96
23.07.2019,44.58,45.0,45.0,44.3,3.6,-0.4
22.07.2019,44.76,44.5,44.95,44.17,3.59,0.63
19.07.2019,44.48,44.2,44.59,44.05,6.3,0.98
18.07.2019,44.05,44.11,44.34,43.72,4.76,-0.14
17.07.2019,44.11,43.77,44.3,43.65,6.01,0.78
16.07.2019,43.77,44.22,44.48,43.77,8.25,-0.91
15.07.2019,44.17,44.64,44.7,44.11,5.49,-0.56
12.07.2019,44.42,44.43,44.74,44.3,2.86,-0.47
11.07.2019,44.63,44.74,44.99,44.34,5.08,-0.09
10.07.2019,44.67,44.7,45.15,44.42,8.35,0.38
09.07.2019,44.5,44.74,44.74,44.3,5.9,-0.58
08.07.2019,44.76,44.5,44.76,44.22,7.53,0.31
05.07.2019,44.62,44.33,44.79,44.2,15.95,1.23
04.07.2019,44.08,45.05,45.12,43.79,19.89,-2.17
03.07.2019,45.06,44.99,45.1,44.85,3.29,-0.22
02.07.2019,45.16,45.41,45.41,44.95,4.78,0.13
01.07.2019,45.1,45.49,45.56,45.1,4.22,0.27
28.06.2019,44.98,45.1,45.41,44.67,6.3,-0.44
27.06.2019,45.18,45.67,45.97,45.09,4.51,-0.88
26.06.2019,45.58,45.75,46.13,45.56,7.86,-0.35
25.06.2019,45.74,45.26,45.75,44.99,6.01,0.82
24.06.2019,45.37,44.88,45.57,44.55,6.02,1.54
21.06.2019,44.68,45.1,45.13,44.44,7.2,-0.89
20.06.2019,45.08,46.5,46.55,44.79,11.87,-2.84
19.06.2019,46.4,45.62,46.45,45.41,12.42,-1.28
18.06.2019,47.0,45.9,47.02,45.7,11.08,2.6
17.06.2019,45.81,46.73,47.0,45.81,12.06,-1.8
14.06.2019,46.65,46.51,46.77,46.33,10.48,0.11
13.06.2019,46.6,45.75,46.6,45.75,12.46,1.19
11.06.2019,46.05,45.3,46.05,45.15,11.37,1.34
10.06.2019,45.44,44.39,45.44,44.25,8.78,-0.35
07.06.2019,45.6,45.18,45.6,45.1,8.86,0.77
06.06.2019,45.25,44.72,45.25,44.53,9.03,1.34
05.06.2019,44.65,44.65,44.77,44.42,5.83,0.07
04.06.2019,44.62,44.97,44.97,44.52,12.45,-0.49
03.06.2019,44.84,44.55,44.84,44.39,5.24,0.4
31.05.2019,44.66,44.6,44.66,44.24,7.2,-0.02
30.05.2019,44.67,44.8,45.11,44.41,7.47,-0.38
29.05.2019,44.84,44.62,44.94,44.42,6.34,0.02
28.05.2019,44.83,44.35,44.95,44.05,14.43,1.38
27.05.2019,44.22,44.0,44.38,43.94,3.52,0.73
24.05.2019,43.9,44.4,44.44,43.8,9.24,-0.68
23.05.2019,44.2,44.9,45.1,44.09,5.06,-1.76
22.05.2019,44.99,44.5,45.34,44.2,7.3,1.67
21.05.2019,44.25,44.2,44.85,43.85,5.69,0.25
20.05.2019,44.14,43.01,44.39,42.95,7.02,2.84
17.05.2019,42.92,43.42,43.66,42.75,4.67,-1.13
16.05.2019,43.41,43.3,43.95,43.16,4.35,0.67
15.05.2019,43.12,43.2,43.52,43.01,5.52,-0.21
14.05.2019,43.21,43.5,43.92,43.12,6.26,-0.32
13.05.2019,43.35,43.3,43.87,43.3,5.35,0.44
10.05.2019,43.16,44.8,45.0,43.16,15.84,-3.29
08.05.2019,44.63,45.9,45.9,44.63,6.41,-2.81
07.05.2019,45.92,45.65,45.99,45.33,6.2,0.48
06.05.2019,45.7,44.88,45.7,44.77,3.59,0.99
03.05.2019,45.25,44.88,45.48,44.81,5.09,0.85
02.05.2019,44.87,44.1,45.11,44.07,6.13,1.52
30.04.2019,44.2,44.1,44.2,43.8,8.33,0.09
29.04.2019,44.16,44.42,44.47,44.02,1.64,-0.76
26.04.2019,44.5,43.99,44.5,43.85,3.3,1.04
25.04.2019,44.04,44.01,44.19,43.84,2.84,0.0
24.04.2019,44.04,44.09,44.09,43.74,3.74,-0.11
23.04.2019,44.09,44.22,44.32,43.96,1.93,-0.25
22.04.2019,44.2,44.27,44.41,44.15,984.0,-0.05
19.04.2019,44.22,44.23,44.38,44.13,731.5,0.0
18.04.2019,44.22,44.19,44.22,44.0,1.89,0.05
17.04.2019,44.2,44.3,44.3,43.91,4.49,0.52
16.04.2019,43.97,44.03,44.33,43.91,3.61,-0.07
15.04.2019,44.0,44.45,44.68,44.0,4.26,-1.03
12.04.2019,44.46,44.05,44.46,43.91,7.83,0.84
11.04.2019,44.09,44.42,44.66,43.71,4.4,-0.74
10.04.2019,44.42,44.95,45.07,44.42,5.17,-1.42
09.04.2019,45.06,45.18,45.27,44.73,3.95,-0.07
08.04.2019,45.09,45.0,45.13,44.62,3.86,0.56
05.04.2019,44.84,45.06,45.34,44.75,3.59,-0.91
04.04.2019,45.25,45.4,45.75,45.01,3.87,-0.35
03.04.2019,45.41,45.54,45.8,45.35,3.91,0.09
02.04.2019,45.37,45.77,45.94,45.2,4.58,-1.31
01.04.2019,45.97,45.72,46.19,45.34,6.03,0.15
29.03.2019,45.9,45.12,45.9,44.92,5.7,1.73
28.03.2019,45.12,44.79,45.12,44.65,3.69,1.12
27.03.2019,44.62,45.34,45.46,44.62,5.64,-1.28
26.03.2019,45.2,45.14,45.65,44.81,4.97,0.11
25.03.2019,45.15,44.5,45.49,44.2,5.39,0.92
22.03.2019,44.74,45.2,45.28,44.55,4.69,-1.15
21.03.2019,45.26,45.2,45.45,44.85,7.83,0.47
20.03.2019,45.05,45.56,45.56,44.85,6.75,-1.12
19.03.2019,45.56,46.15,46.46,45.4,7.66,-1.66
18.03.2019,46.33,45.33,46.39,45.05,9.84,2.27
15.03.2019,45.3,45.2,45.4,44.8,31.81,0.24
14.03.2019,45.19,44.98,45.19,44.71,9.02,0.49
13.03.2019,44.97,44.65,45.0,44.2,7.53,0.72
12.03.2019,44.65,44.45,44.65,44.05,5.44,1.0
11.03.2019,44.21,43.3,44.41,43.1,9.71,1.63
07.03.2019,43.5,43.65,43.86,43.45,2.52,-0.57
06.03.2019,43.75,43.5,43.92,43.5,4.87,0.57
05.03.2019,43.5,43.96,44.0,43.5,4.22,-1.07
04.03.2019,43.97,44.09,44.3,43.8,2.09,-0.27
01.03.2019,44.09,44.6,44.67,43.8,10.53,-0.92
28.02.2019,44.5,44.29,44.95,44.1,14.53,0.23
27.02.2019,44.4,44.81,45.15,44.3,11.87,-1.31
26.02.2019,44.99,44.3,44.99,44.25,7.04,0.65
25.02.2019,44.7,43.8,44.8,43.73,11.34,2.05
22.02.2019,43.8,43.0,43.9,42.84,8.88,1.86
21.02.2019,43.0,43.23,43.27,42.66,5.79,0.0
20.02.2019,43.0,42.88,43.43,42.85,8.94,0.21
19.02.2019,42.91,42.95,43.1,42.7,3.83,-0.07
18.02.2019,42.94,43.2,43.38,42.8,3.35,-0.58
15.02.2019,43.19,43.08,43.5,42.74,7.07,0.37
14.02.2019,43.03,41.87,43.3,41.86,15.53,1.44
13.02.2019,42.42,43.47,43.53,42.26,14.59,-2.21
12.02.2019,43.38,43.3,44.2,43.27,10.33,0.3
11.02.2019,43.25,43.11,43.57,43.1,8.15,-0.14
08.02.2019,43.31,43.8,43.98,43.2,7.16,-1.46
07.02.2019,43.95,44.68,44.73,43.73,7.93,-1.46
06.02.2019,44.6,44.17,44.6,44.12,9.35,1.16
05.02.2019,44.09,43.98,44.45,43.86,6.41,0.57
04.02.2019,43.84,43.9,44.25,43.74,4.93,0.25
01.02.2019,43.73,43.41,44.34,43.2,6.65,0.99
31.01.2019,43.3,43.98,44.2,43.3,10.06,-1.01
30.01.2019,43.74,44.4,44.62,43.11,16.54,-2.08
29.01.2019,44.67,45.0,45.14,44.44,7.44,-0.95
28.01.2019,45.1,44.75,45.33,44.46,6.87,0.24
25.01.2019,44.99,44.55,44.99,44.08,8.66,0.92
24.01.2019,44.58,44.21,44.58,43.6,9.28,0.18
23.01.2019,44.5,44.02,44.64,43.75,6.5,1.18
22.01.2019,43.98,44.58,44.83,43.63,9.23,-1.54
21.01.2019,44.67,44.38,44.85,44.08,3.5,0.65
18.01.2019,44.38,43.75,44.41,43.38,8.62,1.79
17.01.2019,43.6,43.86,43.96,43.02,8.84,-0.27
16.01.2019,43.72,43.92,44.23,42.96,11.81,0.09
15.01.2019,43.68,45.01,45.16,43.66,13.19,-2.87
14.01.2019,44.97,45.52,45.52,44.45,6.48,-1.38
11.01.2019,45.6,44.95,45.76,44.77,7.14,1.45
10.01.2019,44.95,44.55,44.95,44.17,9.15,0.33
09.01.2019,44.8,43.23,44.8,43.02,12.2,3.8
08.01.2019,43.16,43.43,43.7,42.58,7.33,-0.48
04.01.2019,43.37,42.98,43.62,42.8,5.64,0.91
03.01.2019,42.98,43.17,43.3,42.55,3.59,-0.14
